signal_date,ticker,name,sector,signal_price,current_price,pattern,jump_pct,vol_score,dist_52w,ts_pre,ts_now,ts_gain,rs21_vel,return_since_signal,days_held,status
2026-08-24,EPIGRAL.NS,Epigral Limited,Chemicals,1202.7,1101.4,A+B,6.8,7.0,-34.7,29,62,33,7.8,-8.42,24,CLOSED
2026-08-24,ADL.NS,Archidply Decor Limited,Consumer Durables,75.1,72.03,B-TSJump,4.3,9.0,-31.7,31,63,32,4.7,-4.09,24,CLOSED
2026-08-24,GROBTEA.NS,The Grob Tea Company Limited,Consumer Goods,954.5,930.0,B-TSJump,3.0,7.0,-22.6,39,71,32,3.2,-2.57,24,CLOSED
2026-08-24,MANINFRA.NS,Man Infraconstruction Limited,Infrastructure,113.7,125.71,B-TSJump,4.6,8.0,-31.3,31,63,32,5.9,10.56,24,CLOSED
2026-08-24,AVONMORE.NS,Avonmore Capital & Management Services Limited,Financial Services,13.6,12.02,B-TSJump,2.6,7.0,-43.2,29,60,31,10.1,-11.62,24,CLOSED
2026-08-24,FINKURVE.NS,Finkurve Financial Services Limited,Financial Services,79.6,75.05,B-TSJump,4.3,8.0,-41.0,30,61,31,9.6,-5.72,24,CLOSED
2026-08-24,AWL.NS,AWL Agri Business Limited,Consumer Goods,193.9,184.04,B-TSJump,3.1,7.0,-31.1,0,27,27,4.6,-5.09,24,CLOSED
2026-08-24,BANG.NS,Bang Overseas Limited,Textiles,34.0,33.19,A+B,18.6,9.0,-45.2,0,27,27,17.6,-2.38,24,CLOSED
2026-08-24,HEXT.NS,Hexaware Technologies Limited,IT & Technology,562.5,526.45,B-TSJump,5.6,6.0,-30.3,6,33,27,3.1,-6.41,24,CLOSED
2026-08-24,PCJEWELLER.NS,PC Jeweller Limited,Consumer Durables,11.1,12.35,A-BigDay,8.8,8.0,-27.7,61,74,13,11.2,11.26,24,CLOSED
2026-08-24,GILLANDERS.NS,Gillanders Arbuthnot and Company Limited,Consumer Goods,102.3,103.87,A-BigDay,6.4,7.0,-22.5,71,75,4,7.1,1.53,24,CLOSED
2026-08-24,HCC.NS,Hindustan Construction Company Limited,Infrastructure,22.5,21.56,A-BigDay,7.1,7.0,-24.9,64,66,2,7.1,-4.18,24,CLOSED
2026-08-24,ALLCARGO.NS,Allcargo Logistics Limited,Infrastructure,13.3,11.03,A-BigDay,9.5,9.0,-63.5,56,57,1,14.1,-17.07,24,CLOSED
2026-08-24,DVL.NS,Dhunseri Ventures Limited,Financial Services,283.6,278.8,A-BigDay,5.2,7.0,-24.0,74,75,1,8.3,-1.69,24,CLOSED
2026-08-24,HERANBA.NS,Heranba Industries Limited,Chemicals,178.4,165.78,A-BigDay,8.2,7.0,-52.8,0,0,0,9.1,-7.07,24,CLOSED
2026-08-25,BVCL.NS,Barak Valley Cements Limited,Cement & Materials,42.8,40.89,B-TSJump,2.8,6.0,-38.8,4,59,55,5.0,-4.46,23,CLOSED
2026-08-25,CYIENT.NS,Cyient Limited,Diversified,979.0,1064.0,A+B,7.7,9.0,-22.8,40,74,34,10.5,8.68,23,CLOSED
2026-08-25,ALMONDZ.NS,Almondz Global Securities Limited,Financial Services,15.2,18.41,A+B,7.7,9.0,-31.0,30,63,33,9.0,21.12,23,CLOSED
2026-08-25,DTIL.NS,Dhunseri Tea & Industries Limited,Consumer Goods,152.7,138.98,A+B,10.1,8.0,-22.5,43,76,33,12.1,-8.98,23,CLOSED
2026-08-25,BOROLTD.NS,Borosil Limited,Consumer Durables,261.5,253.4,B-TSJump,2.9,7.0,-34.3,27,58,31,4.4,-3.1,23,CLOSED
2026-08-25,ELECTCAST.NS,Electrosteel Castings Limited,Cement & Materials,76.6,74.07,B-TSJump,3.7,7.0,-25.7,41,72,31,4.7,-3.3,23,CLOSED
2026-08-25,EPACKPEB.NS,EPACKPEB.NS,Infrastructure,236.1,222.26,B-TSJump,2.9,6.0,-31.4,24,55,31,4.1,-5.86,23,CLOSED
2026-08-25,GENUSPAPER.NS,Genus Paper & Boards Limited,Cement & Materials,12.1,11.18,B-TSJump,7.7,6.0,-38.9,2,30,28,4.6,-7.6,23,CLOSED
2026-08-25,ICRA.NS,ICRA Limited,Financial Services,5106.5,4584.6,B-TSJump,2.9,8.0,-25.3,9,36,27,6.1,-10.22,23,CLOSED
2026-08-25,SUNTECK.NS,Sunteck Realty Limited,Real Estate,314.0,281.25,B-TSJump,6.0,6.0,-33.5,1,27,26,2.6,-10.43,23,CLOSED
2026-08-25,ARSSBL.NS,ARSSBL.NS,Financial Services,537.3,500.55,A+B,5.0,7.0,-31.8,5,30,25,3.2,-6.84,23,CLOSED
2026-08-25,PARADEEP.NS,Paradeep Phosphates Limited,Chemicals,159.6,153.81,A-BigDay,6.8,8.0,-31.3,77,79,2,6.8,-3.63,23,CLOSED
2026-08-25,ADVENTHTL.NS,Advent Hotels International Limited,Hospitality,141.8,127.04,A-BigDay,6.5,9.0,-58.9,17,18,1,4.7,-10.41,23,CLOSED
2026-08-25,BANG.NS,Bang Overseas Limited,Textiles,34.7,33.19,A-BigDay,21.0,9.0,-44.1,27,28,1,4.5,-4.35,23,CLOSED
2026-08-25,EPIGRAL.NS,Epigral Limited,Chemicals,1240.9,1101.4,A-BigDay,10.2,7.0,-32.6,62,63,1,5.7,-11.24,23,CLOSED
2026-08-25,ADL.NS,Archidply Decor Limited,Consumer Durables,75.9,72.03,A-BigDay,5.4,7.0,-30.9,63,63,0,7.9,-5.1,23,CLOSED
2026-08-25,ATL.NS,Allcargo Terminals Limited,Infrastructure,27.2,24.5,A-BigDay,9.3,8.0,-33.0,63,63,0,-4.4,-9.93,23,CLOSED
2026-08-25,CENTEXT.NS,Century Extrusions Limited,Metals & Mining,22.2,19.05,A-BigDay,7.5,9.0,-36.2,61,61,0,2.6,-14.19,23,CLOSED
2026-08-25,GENESYS.NS,Genesys International Corporation Limited,IT & Technology,214.2,284.42,A-BigDay,20.0,9.0,-66.9,0,0,0,51.6,32.78,23,CLOSED
2026-08-26,JAIBALAJI.NS,Jai Balaji Industries Limited,Metals & Mining,68.6,63.81,B-TSJump,4.5,8.0,-36.5,2,59,57,6.6,-6.98,22,CLOSED
2026-08-26,GENCON.NS,Generic Engineering Construction and Projects Limited,Infrastructure,46.8,39.56,A+B,12.7,8.0,-22.0,27,74,47,17.1,-15.47,22,CLOSED
2026-08-26,DHUNINV.NS,Dhunseri Investments Limited,Financial Services,1115.9,981.75,A+B,16.3,9.0,-28.8,30,75,45,19.7,-12.02,22,CLOSED
2026-08-26,GKENERGY.NS,GKENERGY.NS,Power & Utilities,133.8,118.98,A+B,6.0,7.0,-43.9,18,50,32,8.1,-11.08,22,CLOSED
2026-08-26,AVONMORE.NS,Avonmore Capital & Management Services Limited,Financial Services,14.0,12.02,B-TSJump,3.9,7.0,-41.5,29,60,31,-14.5,-14.14,22,CLOSED
2026-08-26,BLKASHYAP.NS,B.L. Kashyap and Sons Limited,Infrastructure,55.2,52.87,A-BigDay,5.1,8.0,-24.4,61,89,28,7.4,-4.22,22,CLOSED
2026-08-26,RAMCOCEM.NS,The Ramco Cements Limited,Cement & Materials,940.7,858.95,B-TSJump,3.5,7.0,-22.3,11,39,28,4.1,-8.69,22,CLOSED
2026-08-26,HCC.NS,Hindustan Construction Company Limited,Infrastructure,23.9,21.56,A-BigDay,5.6,8.0,-20.4,66,93,27,9.2,-9.79,22,CLOSED
2026-08-26,ALLCARGO.NS,Allcargo Logistics Limited,Infrastructure,13.3,11.03,A-BigDay,8.6,9.0,-63.6,56,57,1,15.6,-17.07,22,CLOSED
2026-08-26,GENESYS.NS,Genesys International Corporation Limited,IT & Technology,246.3,284.42,A-BigDay,15.0,9.0,-62.0,0,0,0,27.3,15.48,22,CLOSED
2026-08-26,JISLJALEQS.NS,Jain Irrigation Systems Limited,Capital Goods,30.1,30.2,A-BigDay,7.6,7.0,-49.0,0,0,0,9.2,0.33,22,CLOSED
2026-08-27,ALLCARGO.NS,Allcargo Logistics Limited,Infrastructure,13.3,11.03,A-BigDay,8.6,9.0,-63.6,57,57,0,0.7,-17.07,21,ACTIVE
2026-08-27,DHUNINV.NS,Dhunseri Investments Limited,Financial Services,1115.9,981.75,A-BigDay,16.3,9.0,-28.8,75,75,0,0.9,-12.02,21,ACTIVE
2026-08-27,GENCON.NS,Generic Engineering Construction and Projects Limited,Infrastructure,46.8,39.56,A-BigDay,12.7,8.0,-22.0,74,74,0,0.2,-15.47,21,ACTIVE
2026-08-27,GENESYS.NS,Genesys International Corporation Limited,IT & Technology,246.3,284.42,A-BigDay,15.0,9.0,-62.0,0,0,0,5.2,15.48,21,ACTIVE
2026-08-27,GKENERGY.NS,GKENERGY.NS,Power & Utilities,133.8,118.98,A-BigDay,6.0,7.0,-43.9,50,50,0,0.7,-11.08,21,ACTIVE
2026-08-27,JISLJALEQS.NS,Jain Irrigation Systems Limited,Capital Goods,30.1,30.2,A-BigDay,7.6,7.0,-49.0,0,0,0,0.7,0.33,21,ACTIVE
2026-08-28,ALMONDZ.NS,Almondz Global Securities Limited,Financial Services,16.1,18.41,A+B,9.6,8.0,-26.9,31,75,44,-3.9,14.35,20,ACTIVE
2026-08-28,BANARBEADS.NS,Banaras Beads Limited,Consumer Durables,119.5,110.54,B-TSJump,6.9,6.0,-27.4,27,71,44,9.3,-7.5,20,ACTIVE
2026-08-28,BBTC.NS,The Bombay Burmah Trading Corporation Limited,Consumer Goods,1613.6,1399.4,A+B,13.1,9.0,-23.7,0,42,42,13.4,-13.27,20,ACTIVE
2026-08-28,GKENERGY.NS,GKENERGY.NS,Power & Utilities,139.6,118.98,B-TSJump,4.4,6.0,-41.5,50,76,26,10.0,-14.77,20,ACTIVE
2026-08-28,WHIRLPOOL.NS,Whirlpool of India Limited,Consumer Durables,836.2,727.4,A+B,9.0,9.0,-41.5,0,24,24,6.4,-13.01,20,ACTIVE
2026-08-31,GEEKAYWIRE.NS,Geekay Wires Limited,Capital Goods,26.7,33.46,A+B,8.1,7.0,-33.7,2,62,60,14.8,25.32,17,ACTIVE
2026-08-31,EMMBI.NS,Emmbi Industries Limited,Capital Goods,90.3,87.91,A+B,9.6,9.0,-22.8,17,75,58,7.6,-2.65,17,ACTIVE
2026-08-31,EMKAY.NS,Emkay Global Financial Services Limited,Financial Services,257.2,248.95,A+B,7.3,7.0,-36.9,18,75,57,6.2,-3.21,17,ACTIVE
2026-08-31,RENUKA.NS,Shree Renuka Sugars Limited,Consumer Goods,24.9,22.81,A+B,6.3,7.0,-25.7,26,70,44,5.8,-8.39,17,ACTIVE
2026-08-31,ADL.NS,Archidply Decor Limited,Consumer Durables,75.8,72.03,B-TSJump,6.8,6.0,-31.1,31,63,32,4.1,-4.97,17,ACTIVE
2026-08-31,MASTEK.NS,Mastek Limited,IT & Technology,1748.4,1630.1,B-TSJump,8.5,6.0,-32.4,2,30,28,7.9,-6.77,17,ACTIVE
2026-08-31,AAATECH.NS,AAA Technologies Limited,IT & Technology,94.8,84.57,B-TSJump,3.0,8.0,-30.3,3,30,27,2.4,-10.79,17,ACTIVE
2026-08-31,OLAELEC.NS,OLAELEC.NS,Auto,41.1,36.79,A+B,5.5,8.0,-42.3,50,77,27,7.5,-10.49,17,ACTIVE
2026-08-31,DRCSYSTEMS.NS,DRC Systems India Limited,IT & Technology,13.7,12.59,A+B,7.0,8.0,-42.2,0,26,26,9.4,-8.1,17,ACTIVE
2026-08-31,ABCOTS.NS,ABCOTS.NS,Textiles,214.7,210.83,B-TSJump,5.0,7.0,-57.4,0,22,22,5.4,-1.8,17,ACTIVE
2026-08-31,CSLFINANCE.NS,CSL Finance Limited,Financial Services,239.7,216.92,A-BigDay,5.7,7.0,-26.2,25,38,13,4.4,-9.5,17,ACTIVE
2026-08-31,ALMONDZ.NS,Almondz Global Securities Limited,Financial Services,17.5,18.41,A-BigDay,8.5,9.0,-20.7,75,77,2,10.9,5.2,17,ACTIVE
2026-08-31,DGCONTENT.NS,Digicontent Limited,Hospitality,25.2,24.0,A-BigDay,5.0,7.0,-36.3,0,1,1,9.8,-4.76,17,ACTIVE
2026-09-01,TEXRAIL.NS,Texmaco Rail & Engineering Limited,Infrastructure,113.1,111.69,B-TSJump,3.8,7.0,-26.1,18,75,57,4.9,-1.25,16,ACTIVE
2026-09-01,ICDSLTD.NS,ICDS Limited,Real Estate,49.2,58.8,A+B,20.0,9.0,-21.0,26,75,49,11.5,19.51,16,ACTIVE
2026-09-01,MASTEK.NS,Mastek Limited,IT & Technology,1802.0,1630.1,B-TSJump,3.1,9.0,-29.8,30,72,42,6.8,-9.54,16,ACTIVE
2026-09-01,GARUDA.NS,GARUDA.NS,Infrastructure,179.9,174.82,B-TSJump,4.8,8.0,-27.9,6,43,37,0.4,-2.82,16,ACTIVE
2026-09-01,ARIHANTCAP.NS,Arihant Capital Markets Limited,Financial Services,80.0,81.21,B-TSJump,2.9,8.0,-33.3,30,61,31,0.9,1.51,16,ACTIVE
2026-09-01,GEEKAYWIRE.NS,Geekay Wires Limited,Capital Goods,29.1,33.46,A-BigDay,9.0,8.0,-27.8,62,75,13,6.2,14.98,16,ACTIVE
2026-09-01,HGM.NS,Handson Global Management (HGM) Limited,IT & Technology,48.7,47.79,A-BigDay,7.9,8.0,-40.9,0,0,0,7.2,-1.87,16,ACTIVE
2026-09-02,HERITGFOOD.NS,Heritage Foods Limited,Consumer Goods,378.8,405.45,A+B,7.1,10.0,-29.3,28,71,43,3.6,7.04,15,ACTIVE
2026-09-02,DCW.NS,DCW Limited,Chemicals,47.6,45.42,A+B,6.8,7.0,-38.9,1,28,27,4.0,-4.58,15,ACTIVE
2026-09-03,NUVOCO.NS,Nuvoco Vistas Corporation Limited,Cement & Materials,338.1,319.0,B-TSJump,3.0,7.0,-29.2,18,85,67,-1.2,-5.65,14,ACTIVE
2026-09-03,JMFINANCIL.NS,JM Financial Limited,Diversified,134.5,122.51,B-TSJump,4.0,8.0,-29.5,28,70,42,-3.9,-8.91,14,ACTIVE
2026-09-03,GARUDA.NS,Garuda Construction and Engineering Limited,Infrastructure,178.9,174.82,B-TSJump,2.6,8.0,-28.2,7,43,36,-5.3,-2.28,14,ACTIVE
2026-09-03,APEX.NS,Apex Frozen Foods Limited,Consumer Goods,376.8,350.95,B-TSJump,2.6,8.0,-26.8,35,66,31,0.5,-6.86,14,ACTIVE
2026-09-03,DONEAR.NS,Donear Industries Limited,Textiles,88.6,82.81,A+B,6.1,8.0,-24.0,10,39,29,4.0,-6.53,14,ACTIVE
2026-09-03,HGM.NS,Handson Global Management (HGM) Limited,IT & Technology,51.5,47.79,A+B,6.6,9.0,-37.5,0,28,28,4.7,-7.2,14,ACTIVE
2026-09-03,ALICON.NS,Alicon Castalloy Limited,Capital Goods,684.5,695.15,B-TSJump,2.9,6.0,-32.8,1,28,27,-5.8,1.56,14,ACTIVE
2026-09-03,NCC.NS,NCC Limited,Infrastructure,147.2,135.6,B-TSJump,3.3,9.0,-32.8,0,27,27,0.0,-7.88,14,ACTIVE
2026-09-03,SARDAEN.NS,Sarda Energy & Minerals Limited,Metals & Mining,506.5,506.95,B-TSJump,3.2,9.0,-20.5,12,39,27,1.9,0.09,14,ACTIVE
2026-09-03,AFCONS.NS,Afcons Infrastructure Limited,Infrastructure,294.7,267.3,B-TSJump,3.4,6.0,-38.1,0,25,25,1.6,-9.3,14,ACTIVE
2026-09-03,CROWN.NS,Crown Lifters Limited,Capital Goods,111.8,108.95,B-TSJump,3.3,7.0,-41.5,0,24,24,0.8,-2.55,14,ACTIVE
2026-09-03,ELLEN.NS,Ellenbarrie Industrial Gases Limited,Chemicals,330.5,371.0,A-BigDay,5.5,8.0,-41.0,76,78,2,3.6,12.25,14,ACTIVE
2026-09-03,GEEKAYWIRE.NS,Geekay Wires Limited,Capital Goods,29.4,33.46,A-BigDay,5.5,8.0,-26.1,74,75,1,7.1,13.81,14,ACTIVE
2026-09-04,AFFLE.NS,Affle 3i Limited,Media,1616.5,1545.6,A+B,6.4,9.0,-26.1,19,87,68,3.8,-4.39,13,ACTIVE
2026-09-04,PURVA.NS,Puravankara Limited,Real Estate,230.7,218.23,A+B,9.3,7.0,-22.2,17,75,58,5.2,-5.41,13,ACTIVE
2026-09-04,IGL.NS,Indraprastha Gas Limited,Oil & Gas,158.0,148.67,A+B,5.8,7.0,-27.9,0,37,37,4.0,-5.91,13,ACTIVE
2026-09-04,DONEAR.NS,Donear Industries Limited,Textiles,92.2,82.81,B-TSJump,4.2,8.0,-20.8,39,72,33,1.9,-10.18,13,ACTIVE
2026-09-04,GENCON.NS,Generic Engineering Construction and Projects Limited,Infrastructure,44.6,39.56,A+B,5.4,9.0,-25.6,38,71,33,2.8,-11.3,13,ACTIVE
2026-09-04,BOROLTD.NS,Borosil Limited,Consumer Durables,259.0,253.4,B-TSJump,4.2,6.0,-34.9,26,58,32,0.8,-2.16,13,ACTIVE
2026-09-04,CSLFINANCE.NS,CSL Finance Limited,Financial Services,251.8,216.92,B-TSJump,3.2,8.0,-22.5,39,71,32,1.2,-13.85,13,ACTIVE
2026-09-04,ATL.NS,Allcargo Terminals Limited,Infrastructure,25.3,24.5,B-TSJump,4.3,6.0,-37.5,29,60,31,-6.8,-3.16,13,ACTIVE
2026-09-04,GENUSPAPER.NS,Genus Paper & Boards Limited,Cement & Materials,12.8,11.18,B-TSJump,2.6,6.0,-32.3,32,63,31,1.8,-12.66,13,ACTIVE
2026-09-04,AIRAN.NS,Airan Limited,IT & Technology,15.4,16.7,B-TSJump,4.3,7.0,-43.8,0,26,26,1.6,8.44,13,ACTIVE
2026-09-04,SWIGGY.NS,Swiggy Limited,Retail,276.1,276.5,B-TSJump,2.5,8.0,-41.8,0,26,26,2.4,0.14,13,ACTIVE
2026-09-04,GANESHCP.NS,Ganesh Consumer Products Limited,Consumer Goods,174.5,164.47,B-TSJump,3.3,7.0,-42.3,0,25,25,6.8,-5.75,13,ACTIVE
2026-09-04,JISLJALEQS.NS,Jain Irrigation Systems Limited,Capital Goods,30.9,30.2,A+B,9.6,9.0,-47.7,0,25,25,6.7,-2.27,13,ACTIVE
2026-09-04,PCJEWELLER.NS,PC Jeweller Limited,Consumer Durables,11.9,12.35,A-BigDay,12.7,9.0,-22.9,77,91,14,11.0,3.78,13,ACTIVE
2026-09-04,GFLLIMITED.NS,GFL Limited,Financial Services,62.8,55.7,A-BigDay,7.1,9.0,-22.5,75,77,2,2.9,-11.31,13,ACTIVE
2026-09-04,THOMASCOOK.NS,Thomas Cook (India) Limited,Hospitality,111.7,103.42,A-BigDay,5.0,9.0,-38.2,27,29,2,2.5,-7.41,13,ACTIVE
2026-09-07,RENUKA.NS,Shree Renuka Sugars Limited,Consumer Goods,25.1,22.81,B-TSJump,4.6,7.0,-24.5,38,71,33,0.4,-9.12,10,ACTIVE
2026-09-07,SUPREMEIND.NS,The Supreme Industries Limited,Capital Goods,3598.0,3344.4,B-TSJump,3.5,6.0,-21.6,37,70,33,0.0,-7.05,10,ACTIVE
2026-09-07,AIRAN.NS,Airan Limited,IT & Technology,16.4,16.7,A+B,6.5,8.0,-40.2,26,58,32,3.5,1.83,10,ACTIVE
2026-09-07,AVONMORE.NS,Avonmore Capital & Management Services Limited,Financial Services,14.1,12.02,A+B,8.3,7.0,-41.0,29,61,32,6.9,-14.75,10,ACTIVE
2026-09-07,ASHOKAMET.NS,Ashoka Metcast Limited,Metals & Mining,14.3,14.6,A+B,5.3,7.0,-31.9,0,28,28,2.8,2.1,10,ACTIVE
2026-09-07,DCW.NS,DCW Limited,Chemicals,48.0,45.42,B-TSJump,4.4,8.0,-36.9,2,29,27,0.8,-5.38,10,ACTIVE
2026-09-07,NESCO.NS,Nesco Limited,Real Estate,1076.0,1081.5,B-TSJump,2.7,7.0,-33.9,0,25,25,0.1,0.51,10,ACTIVE
2026-09-07,TARC.NS,TARC Limited,Real Estate,134.9,130.69,A-BigDay,6.2,8.0,-27.6,27,41,14,6.0,-3.12,10,ACTIVE
2026-09-07,BBOX.NS,Black Box Limited,IT & Technology,774.2,766.4,A-BigDay,8.7,8.0,-29.7,53,65,12,3.2,-1.01,10,ACTIVE
2026-09-07,JISLJALEQS.NS,Jain Irrigation Systems Limited,Capital Goods,32.5,30.2,A-BigDay,5.3,9.0,-44.9,25,26,1,13.7,-7.08,10,ACTIVE
2026-09-07,CHEMPLASTS.NS,Chemplast Sanmar Limited,Chemicals,185.5,167.8,A-BigDay,8.9,9.0,-58.9,0,0,0,13.4,-9.54,10,ACTIVE
2026-09-08,HINDCOPPER.NS,Hindustan Copper Limited,Metals & Mining,532.8,485.5,B-TSJump,4.7,6.0,-29.8,10,76,66,1.7,-8.88,9,ACTIVE
2026-09-08,EVEREADY.NS,Eveready Industries India Limited,Capital Goods,348.9,334.1,A+B,6.6,8.0,-25.2,30,89,59,2.7,-4.24,9,ACTIVE
2026-09-08,ASTEC.NS,Astec LifeSciences Limited,Chemicals,662.8,755.15,A+B,20.0,9.0,-29.6,0,41,41,15.5,13.93,9,ACTIVE
2026-09-08,GARUDA.NS,Garuda Construction and Engineering Limited,Infrastructure,183.6,174.82,B-TSJump,2.8,6.0,-26.4,43,74,31,-5.9,-4.78,9,ACTIVE
2026-09-08,ANMOL.NS,Anmol India Limited,Oil & Gas,11.4,14.77,A+B,12.9,9.0,-35.9,1,30,29,8.2,29.56,9,ACTIVE
2026-09-08,GENESYS.NS,Genesys International Corporation Limited,IT & Technology,288.2,284.42,A+B,20.0,9.0,-54.6,0,28,28,25.6,-1.31,9,ACTIVE
2026-09-08,HBLENGINE.NS,HBL Engineering Limited,Capital Goods,731.2,756.75,B-TSJump,3.9,9.0,-34.7,1,28,27,5.1,3.49,9,ACTIVE
2026-09-08,LXCHEM.NS,Laxmi Organic Industries Limited,Chemicals,184.5,179.23,A-BigDay,7.3,7.0,-23.3,65,92,27,2.5,-2.86,9,ACTIVE
2026-09-08,VINATIORGA.NS,Vinati Organics Limited,Chemicals,1347.8,1249.7,B-TSJump,3.8,7.0,-27.1,10,37,27,1.2,-7.28,9,ACTIVE
2026-09-08,TEGA.NS,Tega Industries Limited,Capital Goods,1632.4,1920.0,A+B,5.5,8.0,-23.2,12,38,26,-1.9,17.62,9,ACTIVE
2026-09-08,AIRAN.NS,Airan Limited,IT & Technology,17.1,16.7,A-BigDay,11.1,7.0,-37.6,58,60,2,1.6,-2.34,9,ACTIVE
2026-09-08,NESCO.NS,Nesco Limited,Real Estate,1117.1,1081.5,A-BigDay,6.6,7.0,-31.4,25,26,1,0.9,-3.19,9,ACTIVE
2026-09-08,ASHOKAMET.NS,Ashoka Metcast Limited,Metals & Mining,14.4,14.6,A-BigDay,6.3,7.0,-31.2,28,28,0,-0.7,1.39,9,ACTIVE
2026-09-08,CHEMPLASTS.NS,Chemplast Sanmar Limited,Chemicals,180.8,167.8,A-BigDay,6.1,7.0,-60.0,0,0,0,-3.0,-7.19,9,ACTIVE
2026-09-09,DIAMINESQ.NS,Diamines and Chemicals Limited,Chemicals,253.2,255.04,B-TSJump,3.3,7.0,-32.9,2,59,57,6.2,0.73,8,ACTIVE
2026-09-09,ANMOL.NS,Anmol India Limited,Oil & Gas,13.6,14.77,A+B,19.8,9.0,-23.2,30,76,46,18.8,8.6,8,ACTIVE
2026-09-09,ALICON.NS,Alicon Castalloy Limited,Capital Goods,737.7,695.15,B-TSJump,6.1,6.0,-27.6,28,71,43,3.8,-5.77,8,ACTIVE
2026-09-09,EPACKPEB.NS,EPack Prefab Technologies Limited,Infrastructure,248.1,222.26,A-BigDay,6.0,7.0,-27.9,55,91,36,8.0,-10.42,8,ACTIVE
2026-09-09,AARON.NS,Aaron Industries Limited,Capital Goods,134.5,124.42,B-TSJump,7.6,6.0,-40.8,0,27,27,0.1,-7.49,8,ACTIVE
2026-09-09,DOLLAR.NS,Dollar Industries Limited,Textiles,273.1,267.0,B-TSJump,3.2,6.0,-30.2,4,30,26,-4.0,-2.23,8,ACTIVE
2026-09-09,DREAMFOLKS.NS,Dreamfolks Services Limited,Infrastructure,68.6,65.17,B-TSJump,5.2,6.0,-57.2,0,24,24,2.4,-5.0,8,ACTIVE
2026-09-09,AKG.NS,AKG Exim Limited,Capital Goods,10.5,10.32,A-BigDay,7.0,7.0,-30.2,28,31,3,4.1,-1.71,8,ACTIVE
2026-09-09,ELLEN.NS,Ellenbarrie Industrial Gases Limited,Chemicals,355.0,371.0,A-BigDay,10.0,8.0,-36.6,77,80,3,-3.4,4.51,8,ACTIVE
2026-09-09,BANG.NS,Bang Overseas Limited,Textiles,35.6,33.19,A-BigDay,6.3,9.0,-42.6,27,29,2,3.2,-6.77,8,ACTIVE
2026-09-09,EXCELSOFT.NS,Excelsoft Technologies Limited,IT & Technology,75.2,79.8,A-BigDay,8.9,9.0,-47.2,17,19,2,7.3,6.12,8,ACTIVE
2026-09-09,HLEGLAS.NS,HLE Glascoat Limited,Capital Goods,368.0,415.65,A-BigDay,10.0,7.0,-44.4,17,19,2,21.5,12.95,8,ACTIVE
2026-09-10,BIOFILCHEM.NS,Biofil Chemicals and Pharmaceuticals Limited,Pharma & Healthcare,36.8,32.86,A+B,16.9,9.0,-20.6,4,76,72,12.0,-10.71,7,ACTIVE
2026-09-10,ADVANCE.NS,Advance Agrolife Limited,Chemicals,119.0,111.67,B-TSJump,4.5,6.0,-22.7,33,90,57,2.4,-6.16,7,ACTIVE
2026-09-10,GENESYS.NS,Genesys International Corporation Limited,IT & Technology,299.7,284.42,A+B,9.2,9.0,-51.1,28,59,31,9.7,-5.1,7,ACTIVE
2026-09-10,FORCEMOT.NS,Force Motors Limited,Auto,18175.0,17650.0,B-TSJump,4.7,6.0,-31.1,2,29,27,-4.8,-2.89,7,ACTIVE
2026-09-10,OLAELEC.NS,Ola Electric Mobility Limited,Auto,39.2,36.79,B-TSJump,4.9,7.0,-35.8,52,79,27,0.4,-6.15,7,ACTIVE
2026-09-10,TSFINV.NS,TSF Investments Limited,Financial Services,441.1,445.95,B-TSJump,4.3,8.0,-35.6,48,75,27,4.0,1.1,7,ACTIVE
2026-09-10,GTPL.NS,GTPL Hathway Limited,Media,59.8,56.62,B-TSJump,2.5,6.0,-49.5,0,24,24,7.8,-5.32,7,ACTIVE
2026-09-10,EXCELSOFT.NS,Excelsoft Technologies Limited,IT & Technology,80.1,79.8,A-BigDay,6.4,9.0,-43.8,19,26,7,3.7,-0.37,7,ACTIVE
2026-09-10,BELLACASA.NS,Bella Casa Fashion & Retail Limited,Textiles,262.1,255.25,A-BigDay,6.3,7.0,-47.3,24,26,2,3.8,-2.61,7,ACTIVE
2026-09-10,SHAKTIPUMP.NS,Shakti Pumps (India) Limited,Capital Goods,503.2,464.1,A-BigDay,7.6,7.0,-44.8,0,0,0,3.6,-7.77,7,ACTIVE
2026-09-10,SWANCORP.NS,Swan Corp Limited,Diversified,298.1,289.8,A-BigDay,7.4,9.0,-41.0,0,0,0,3.2,-2.78,7,ACTIVE
2026-09-11,CCAVENUE.NS,AvenuesAI Limited,IT & Technology,16.3,16.32,A+B,6.1,7.0,-20.5,30,89,59,6.7,0.12,6,ACTIVE
2026-09-11,AIIL.NS,Authum Investment & Infrastructure Limited,Financial Services,544.3,527.2,A+B,6.3,8.0,-20.3,32,90,58,0.1,-3.14,6,ACTIVE
2026-09-11,HLEGLAS.NS,HLE Glascoat Limited,Capital Goods,404.4,415.65,A+B,10.0,8.0,-38.9,19,77,58,20.9,2.78,6,ACTIVE
2026-09-11,HPAL.NS,HP Adhesives Limited,Chemicals,37.9,34.83,B-TSJump,3.6,7.0,-28.5,32,73,41,3.6,-8.1,6,ACTIVE
2026-09-11,ALLTIME.NS,All Time Plastics Limited,Consumer Goods,221.1,208.01,A+B,5.2,7.0,-29.7,1,39,38,2.5,-5.92,6,ACTIVE
